Date,Total_Pop,Pop_5_24,Percent_5_24,Median_Age,Male_to_Female_Ratio,Pop_5_24_per1000,RUCA1,Income,Race,NDVI,TAVG,TMIN,TMAX,EHF,RH,Heat_Index,Discomfort_Index,Mental_Health,month,Day,Daily_Difference,TAVG_24hr_diff,TMAX_24hr_diff,TMIN_24hr_diff,Region,log_Total_Pop_per1000
2016-06-01,194953,42633,0.218683477556129,42.15,91.475,42.633,1,-0.1355314715,0.81945911725,0.52125,21.0741666666667,14.505,27.64,0,73.6266666666667,21.0833333333333,20.1159879708333,14,6,4,13.135,,,,1,5.27275850387137
2016-06-02,194953,42633,0.218683477556129,42.15,91.475,42.633,1,-0.1355314715,0.81945911725,0.11125,21.438,15.092,27.784,0,73.469,21.7,20.41782733,8,6,5,12.692,0.318,0.139,0.497,1,5.27275850387137
2016-06-03,194953,42633,0.218683477556129,42.15,91.475,42.633,1,-0.1355314715,0.81945911725,0.5725,21.1954545454545,15.0490909090909,27.3427272727273,0,77.6954545454546,21.4545454545455,20.3715150954545,8,6,6,12.2936363636364,-0.221818181818182,-0.410909090909091,-0.0327272727272727,1,5.27275850387137
2016-06-04,194953,42633,0.218683477556129,42.15,91.475,42.633,1,-0.1355314715,0.81945911725,0.56125,22.4907692307692,15.7592307692308,29.2230769230769,0,71.9261538461539,22.8461538461539,21.25443155,8,6,7,13.4638461538462,0.801538461538462,1.16692307692308,0.437692307692308,1,5.27275850387137
2016-06-05,194953,42633,0.218683477556129,42.15,91.475,42.633,1,-0.1355314715,0.81945911725,0.1025,23.29,16.968,29.618,0,71.892,23.6,21.92270693,8,6,1,12.65,0.512,0.273,0.754,1,5.27275850387137
2016-06-06,194953,42633,0.218683477556129,42.15,91.475,42.633,1,-0.1355314715,0.81945911725,0.41,20.2366666666667,16.0216666666667,24.4533333333333,0,85.9816666666667,20.8333333333333,19.788172925,9,6,2,8.43166666666667,-1.64416666666667,-2.9525,-0.339166666666667,1,5.27275850387137
2016-06-07,194953,42633,0.218683477556129,42.15,91.475,42.633,1,-0.1355314715,0.81945911725,0.64875,19.4508333333333,13.9991666666667,24.9066666666667,0,84.8291666666667,19.9166666666667,19.036169175,12,6,3,10.9075,-0.850833333333333,-0.178333333333333,-1.52083333333333,1,5.27275850387137
2016-06-08,194953,42633,0.218683477556129,42.15,91.475,42.633,1,-0.1355314715,0.81945911725,0.69125,19.451,11.378,27.528,0,53.418,18.8,18.181674635,8,6,4,16.15,0.037,2.162,-2.089,1,5.27275850387137
2016-06-09,194953,42633,0.218683477556129,42.15,91.475,42.633,1,-0.1355314715,0.81945911725,0.61125,17.145,8.979,25.309,0,54.481,16.1,16.481311205,11,6,5,16.33,-1.823,-1.783,-1.866,1,5.27275850387137
2016-06-10,194953,42633,0.218683477556129,42.15,91.475,42.633,1,-0.1355314715,0.81945911725,0.4725,18.48875,10.01375,26.9625,0,59.48375,17.75,17.59501175625,6,6,6,16.94875,1.07,1.295,0.84625,1,5.27275850387137
2016-06-11,194953,42633,0.218683477556129,42.15,91.475,42.633,1,-0.1355314715,0.81945911725,0.7975,21.196,12.74,29.651,0,58.098,20.9,19.650276865,5,6,7,16.911,2.306,2.339,2.272,1,5.27275850387137
